mean,se,p,lower_0.99,upper_0.99,lower_0.95,upper_0.95,lower_0.9,upper_0.9,lower_0.99_q,lower_0.95_q,lower_0.9_q,upper_0.9_q,upper_0.95_q,upper_0.99_q,SiteName,group_name,group_num,study_num,Rhat,Rhat_upper_CI,parameter,grouping,Period,max_temp_slope_estimate,max_temp_slope_std.error,max_temp_slope_statistic,max_temp_slope_p.value,mean_temp_slope_estimate,mean_temp_slope_std.error,mean_temp_slope_statistic,mean_temp_slope_p.value,avg_sd_tempC,max_mean_wave_energy_estimate,max_mean_wave_energy_p.value,max_mean_wave_energy_std.error,max_sum_wave_energy_estimate,max_sum_wave_energy_p.value,max_sum_wave_energy_std.error,max_wave_height_estimate,max_wave_height_p.value,max_wave_height_std.error,mean_wave_energy_estimate,mean_wave_energy_p.value,mean_wave_energy_std.error,mean_wave_height_estimate,mean_wave_height_p.value,mean_wave_height_std.error,sd_max_wave_height_estimate,sd_max_wave_height_p.value,sd_max_wave_height_std.error,sd_mean_wave_energy_estimate,sd_mean_wave_energy_p.value,sd_mean_wave_energy_std.error,sd_sum_wave_energy_estimate,sd_sum_wave_energy_p.value,sd_sum_wave_energy_std.error,total_wave_energy_estimate,total_wave_energy_p.value,total_wave_energy_std.error
0.0772064316670999,0.0602343245982579,0.89475,-0.0748422341795671,0.23033419005172,-0.0398164758937429,0.19137266912518,-0.0278395490987074,0.168208267848611,-0.0677123970666747,-0.0395413957241596,-0.0242220063344106,0.174353370159537,0.191840428387133,0.242708752521438,Anderson_etal_ 2006-Surf Bay-13-1:Anderson_etal_ 2006,Namaqua,15,1,1.00399245894065,1.00904705481152,site_slope,Ecoregion,1900-2015,-0.0547771453857237,0.197622831933667,-0.277180247088606,0.827863082781622,0.139437317848268,0.0241084538988046,5.78375197486975,0.108992834978776,1.53356607299305,-5.05313878929312,0.573761379533855,6.38428800134753,-2724.99585419933,0.630296183597543,4152.61866901807,-0.947944595250741,0.467331071207334,0.855326216177219,-0.70754319135177,0.0589601310722115,0.0657166585797013,-0.0119899403312387,0.787352550334668,0.034550228798412,-0.211388177242007,0.347771509956068,0.128523175759555,-0.233546987232855,0.884965121234923,1.27838529390066,138.039359237386,0.894359577805235,824.215696629303,-6198.07835624212,0.0589601310722311,575.677929158433
0.0305129681651277,0.0617285769674823,0.68375,-0.125447184645401,0.186985027907807,-0.0923744176061879,0.148116475937944,-0.0674305750319461,0.132391787246199,-0.130085796353811,-0.0900513261173578,-0.0695580301817635,0.131036803848969,0.152509108605266,0.186085771684616,Andrew_1991-2-13-3:Andrew_1991,Manning-Hawkesbury,14,2,1.00361024738952,1.0123479033869,site_slope,Ecoregion,1900-2015,-0.0799476623535531,0.0973556690180275,-0.821191648724113,0.430679067223799,0.251224390665719,0.0312284004548014,8.04474090913909,1.12131913005511e-05,2.12827699885131,-1.61736081331286,0.120425548419622,1.03199887785081,-1571.85229474847,0.0354930941896537,736.770847745081,-0.379041877468695,1.33932759203949e-06,0.0733788965668279,0.0218913459538014,0.921300689414554,0.220988271705993,0.0402888094462963,2.05246168390019e-06,0.00795833649524266,-0.177676504156258,5.71323204611225e-10,0.0257114498927422,-0.72122078396046,0.0176495675324064,0.298586894482488,-604.468728108673,0.00349535476254573,201.74388502254,737.539961352221,0.850469971503001,3901.52699980552
-0.00841041460980115,0.0616072980448782,0.45525,-0.160037295212079,0.155257346102466,-0.130940444154084,0.109645195956053,-0.113689877953063,0.0891651996057875,-0.168686353291979,-0.128797455709336,-0.11103993191986,0.0926084135692676,0.112959437254665,0.1494648139796,Andrew_1991-3-13-4:Andrew_1991,Manning-Hawkesbury,14,2,1.00443213305851,1.0155849967478,site_slope,Ecoregion,1900-2015,0.485637664795026,1.87447536975553e-13,2590792456549.39,1.33174401864072e-49,0.432645003001014,1.70553843971738e-13,2536706256076.56,1.44900715676718e-49,2.00595495777176,16.764100750238,0,1.66318455668897e-12,11551.1513340683,0,1.14237564163478e-09,0.927947302236494,0,9.2251367654389e-14,3.95802684914232,0,3.92750595172181e-13,0.182038824428637,0,1.80003566229744e-14,0.280283323213747,0,2.76897053358821e-14,4.59706360772402,0,4.55607873234394e-13,2988.89512897812,0,2.9581746073467e-10,70229.6393475779,0,7.00050469888669e-09
0.00705774193305582,0.0617923443450721,0.54725,-0.154733102298445,0.161799073947241,-0.120018805598778,0.125153217541854,-0.101775982059654,0.10267522407638,-0.156150264559908,-0.116131294780404,-0.0944724603611698,0.111324990821675,0.130607594598159,0.161314078760058,Andrew_1991-4-13-5:Andrew_1991,Manning-Hawkesbury,14,2,1.00660239204173,1.02150492657759,site_slope,Ecoregion,1900-2015,0.0143165588378099,0.136058683699511,0.105223411314403,0.919628076894346,0.281461159388167,0.0436430164034578,6.44916833397123,0.000658253512093524,2.08032776243273,1.44621611394414,0.297180746926268,1.37558664825633,615.31497672009,0.533253934994979,982.06709593839,-0.161210347517841,0.104368195831122,0.0978092443194449,0.677913929818109,0.0247415516922808,0.294562835778554,0.0639138119433227,1.00956084900187e-07,0.0106079392721697,-0.101349866261245,0.00438752329151208,0.0342716721295473,0.16515994798662,0.679590382580981,0.397996697680327,-5.57475192772094,0.983526958922284,268.911333685071,12319.5565257153,0.0209690308733467,5200.4789578077
-0.00648448175870449,0.0622878460506782,0.45175,-0.159331927817783,0.155145003456638,-0.116814930963712,0.126912342414861,-0.107840083516392,0.0956127924033031,-0.15892844146491,-0.123163902911955,-0.1052023615198,0.098770257981448,0.121016868798982,0.155151392149818,Andrew_1991-5-13-6:Andrew_1991,Manning-Hawkesbury,14,2,1.00931632561903,1.02913183702654,site_slope,Ecoregion,1900-2015,0.485637664795026,1.87447536975553e-13,2590792456549.39,1.33174401864072e-49,0.432645003001014,1.70553843971738e-13,2536706256076.56,1.44900715676718e-49,2.00595495777176,16.764100750238,0,1.66318455668897e-12,11551.1513340683,0,1.14237564163478e-09,0.927947302236494,0,9.2251367654389e-14,3.95802684914232,0,3.92750595172181e-13,0.182038824428637,0,1.80003566229744e-14,0.280283323213747,0,2.76897053358821e-14,4.59706360772402,0,4.55607873234394e-13,2988.89512897812,0,2.9581746073467e-10,70229.6393475779,0,7.00050469888669e-09
-0.00497184550481937,0.0627551524780748,0.477,-0.154429625647768,0.171233997898447,-0.127219749417371,0.116613668655316,-0.114215395438178,0.0904710103990145,-0.16463106030895,-0.127237075173054,-0.109189391600455,0.0965196748228754,0.11645380079653,0.162957972025752,Andrew_1991-6-13-7:Andrew_1991,Manning-Hawkesbury,14,2,1.00307273798899,1.00833803200052,site_slope,Ecoregion,1900-2015,0.485637664794755,2.43814048524102e-13,1991836269216.24,6.05390610736117e-61,0.432645003000774,2.10636695097905e-13,2053986855422.69,5.19177140151517e-61,2.00315615773394,16.7641007502392,0,3.83868280631319e-12,11551.1513340691,0,2.63632040650554e-09,0.927947302236562,0,2.12620786508186e-13,3.95802684914261,0,9.04398403571204e-13,0.182038824428651,0,4.22342813076608e-14,0.280283323213768,0,6.4310735730937e-14,4.59706360772436,0,1.05230448728609e-12,2988.89512897835,0,6.84369206661537e-10,70229.6393475831,0,1.60782089221835e-08
-0.0623615862837571,0.0620421995887557,0.15525,-0.213355973560392,0.0958074410054598,-0.181058429884984,0.0603395105951998,-0.164387058473946,0.0406265843784355,-0.212956669104486,-0.180934266632743,-0.164771647112288,0.0405592699702548,0.0603523100215844,0.0958126048939675,Andrew_Jones_1990-Sydney_2-13-8:Andrew_Jones_1990,Manning-Hawkesbury,14,3,1.00959019347092,1.02869848428264,site_slope,Ecoregion,1900-2015,0.211199775574728,0.0610845441273381,3.45749941481853,0.00384685291580342,0.0734336893394466,0.0439389071181329,1.67126799813238,0.116862221870933,2.08509713393546,-0.426070362422657,0.464289548701728,0.580447581458895,-264.334302409215,0.528697753196644,418.419006818771,-0.400707435331178,5.12588085663121e-17,0.0412041549478967,-0.72220133381027,4.25882860343828e-07,0.135337916543654,-0.0318715284145775,5.30155009345707e-06,0.00670083579804336,-0.0832740249265426,3.53045184163407e-07,0.0154844162817188,-0.608128798416943,0.000399621390108916,0.167172027072127,-431.294676675127,0.000215066566493158,113.159240925162,-12470.3464737868,7.32325605312231e-07,2391.30371133714
0.0220492301004629,0.0485247077575568,0.67225,-0.100421200328612,0.145316802094157,-0.0693057125855136,0.115708134362785,-0.0529715732610052,0.103556299909823,-0.103180142091042,-0.0704696979359073,-0.0562115249155759,0.101546198719711,0.115072780922102,0.143123678034655,Aus_Marmion-Marmion Lagoon_ Western Australia-13-10:Aus_Marmion,Houtman,11,4,1.00357260915355,1.01274939744852,site_slope,Ecoregion,1900-2015,1.60464477539068,1.66041422300212e-13,9664123284185.04,1.07071793381059e-26,0.638339519500766,6.76622120174819e-14,9434210033450.25,1.12354098288505e-26,1.36907297801254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.00844188841966203,0.0332328408559277,0.39475,-0.0935867391160936,0.0811132876640216,-0.0722153748827295,0.0564561725067319,-0.0619032091773276,0.0466653963052877,-0.0991925546682314,-0.0726237310293125,-0.0621197292872506,0.0465443394702383,0.0560658415372236,0.0784797107324106,Aus_Marmion-Marmion-13-9:Aus_Marmion,Houtman,11,4,1.00049553570394,1.00334415312374,site_slope,Ecoregion,1900-2015,0.252712965011595,0.099871958591829,2.53036957094652,0.0264014718912533,0.115858236948671,0.0525714399015488,2.20382468438452,0.0478075506229724,1.44807070057196,6.09938340930818,5.75878616659996e-07,1.17258536182198,4537.94125652502,2.45061724736325e-08,774.663929107096,0.510421007496359,4.22306114828597e-39,0.0294358132681896,-0.844483432810263,0.0315998252202886,0.389561536996282,-0.0384583385112211,0.000136025694213346,0.0098445310040067,0.2527563691724,1.15281018024106e-55,0.0105674533281123,2.41949905291696,7.46736795950592e-09,0.397068289244444,1754.67645314849,6.00898494861109e-09,285.969959963894,-14795.3497428361,0.0339111360001576,6917.47784087034
0.000857647869642873,0.0358778919432064,0.5235,-0.0913950396427843,0.0996679929792054,-0.0674141992285001,0.0714026039026635,-0.0587558451454651,0.0577075838300177,-0.090096775623102,-0.0674182213552784,-0.0582825400690642,0.0585814886196784,0.0713789605918854,0.100475545466208,Australia_WA_Wernberg-SH3-18-1:Australia_WA_Wernberg,Leeuwin,13,5,1.00353659685902,1.01202710373372,site_slope,Ecoregion,1900-2015,0.171595529068347,0.109317979164659,1.56969174128149,0.214505570238313,0.112240563991462,0.0639076815102673,1.75629222245263,0.177296888809094,1.40644571813061,34.4819834727972,NaN,NaN,25654.5957037611,NaN,NaN,0.656803898998564,NaN,NaN,9.20996127622801,NaN,NaN,0.23959538584895,NaN,NaN,0.101028136267142,NaN,NaN,6.9780626042405,NaN,NaN,5236.86075806564,NaN,NaN,80679.2607797531,NaN,NaN
